time,symbol,score,signal,close_price
2026-03-04 08:00:00,BTC,26.9,空,68093.19
2026-03-04 08:00:00,ETH,27.0,空,1976.68
2026-03-04 08:00:00,SOL,50.2,中性,86.62
2026-03-04 12:00:00,BTC,37.4,空,67786.0
2026-03-04 12:00:00,ETH,29.8,空,1960.25
2026-03-04 12:00:00,SOL,36.1,空,85.41
2026-03-04 16:00:00,BTC,93.1,多,71011.4
2026-03-04 16:00:00,ETH,89.4,多,2063.71
2026-03-04 16:00:00,SOL,80.6,多,89.71
2026-03-04 20:00:00,BTC,81.9,多,71339.71
2026-03-04 20:00:00,ETH,65.9,多,2054.33
2026-03-04 20:00:00,SOL,66.1,多,89.42
2026-03-05 00:00:00,BTC,92.4,多,73294.84
2026-03-05 00:00:00,ETH,97.0,多,2142.39
2026-03-05 00:00:00,SOL,71.7,多,91.55
2026-03-05 04:00:00,BTC,80.0,多,73019.68
2026-03-05 04:00:00,ETH,87.4,多,2150.13
2026-03-05 04:00:00,SOL,95.2,多,92.87
2026-03-05 08:00:00,BTC,80.0,多,72760.0
2026-03-05 08:00:00,ETH,68.3,多,2128.13
2026-03-05 08:00:00,SOL,57.0,多,90.79
2026-03-05 12:00:00,BTC,81.7,多,72815.7
2026-03-05 12:00:00,ETH,83.9,多,2137.36
2026-03-05 12:00:00,SOL,68.1,多,90.4
2026-03-05 16:00:00,BTC,83.5,多,72333.7
2026-03-05 16:00:00,ETH,74.8,多,2117.64
2026-03-05 16:00:00,SOL,85.0,多,90.64
2026-03-05 20:00:00,BTC,90.4,多,72890.73
2026-03-05 20:00:00,ETH,93.7,多,2138.25
2026-03-05 20:00:00,SOL,84.3,多,91.98
2026-03-06 00:00:00,BTC,28.0,空,71305.92
2026-03-06 00:00:00,ETH,19.3,空,2080.17
2026-03-06 00:00:00,SOL,16.3,空,88.97
2026-03-06 04:00:00,BTC,22.2,空,71236.51
2026-03-06 04:00:00,ETH,30.9,空,2092.43
2026-03-06 04:00:00,SOL,25.4,空,89.21
2026-03-06 08:00:00,BTC,22.2,空,70988.19
2026-03-06 08:00:00,ETH,19.1,空,2075.02
